,action_taken_name,loan_purpose_name,denial_reason_name_1
549,Application denied by financial institution,Refinancing,Collateral
550,Application denied by financial institution,Home improvement,Credit history
551,Application denied by financial institution,Refinancing,Collateral
552,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
553,Application denied by financial institution,Refinancing,Collateral
554,Application denied by financial institution,Home purchase,Credit application incomplete
555,Application denied by financial institution,Refinancing,Collateral
556,Application denied by financial institution,Refinancing,Credit application incomplete
557,Application denied by financial institution,Home purchase,Unverifiable information
558,Application denied by financial institution,Home purchase,Credit application incomplete
559,Application denied by financial institution,Home improvement,Credit history
560,Application denied by financial institution,Refinancing,Collateral
561,Application denied by financial institution,Home purchase,Debt-to-income ratio
562,Application denied by financial institution,Refinancing,Collateral
563,Application denied by financial institution,Refinancing,Credit application incomplete
564,Application denied by financial institution,Refinancing,Debt-to-income ratio
565,Application denied by financial institution,Refinancing,Debt-to-income ratio
